ComarcaDescripcio,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21
Maresme,0,0,0,0,0,0,0,0,0,0,0,0.23028951998452454,0.6908685599535737,0,0,1.6120266398916718,0.9211580799380982,3.4543427997678684,2.9937637597988194,5.06636943965954,5.987527519597639,7.138975119520261,9.441870319365506,12.435634079164325,12.665923599148849,10.13273887931908,7.59955415948931,14.968818798994095,20.035188238653635,16.580845438885767,16.81113495887029,17.502003518823866,10.363028399303605,6.217817039582163,15.429397838963144,13.58708167908695,12.665923599148849,11.975055039195277,12.2053445591798,8.981291279396457,5.526948479628589,13.58708167908695,20.72605679860721,15.889976878932194,14.047660719055996,10.593317919288129,13.58708167908695,4.145211359721442,8.751001759411933,30.628506157941768,21.64721487854531,11.053896959257179,9.902449359334556,6.217817039582163,9.211580799380982,24.18039959837508,6.448106559566687,37.99777079744655,17.502003518823866,9.902449359334556,4.3755008797059665,1.3817371199071473,6.217817039582163,7.138975119520261,5.757237999613114,5.06636943965954,2.3028951998452456,2.53318471982977,1.8423161598761963,5.2966589596440645,1.6120266398916718,8.751001759411933,5.06636943965954,3.9149218397369174,3.6846323197523927,2.072605679860721,8.290422719442883,2.3028951998452456,2.7634742398142946,2.7634742398142946,4.3755008797059665,1.3817371199071473,0.6908685599535737,2.53318471982977,4.836079919675015,7.138975119520261,1.8423161598761963,3.6846323197523927,0.6908685599535737,0.23028951998452454,2.9937637597988194,2.3028951998452456,1.8423161598761963,1.6120266398916718,1.1514475999226228,0.6908685599535737,0,0.4605790399690491,2.9937637597988194,1.6120266398916718,1.6120266398916718,3.2240532797833437,0.6908685599535737,0,1.1514475999226228,1.1514475999226228,1.1514475999226228,0.4605790399690491,1.6120266398916718,0.4605790399690491,0,1.8423161598761963,1.1514475999226228,0.9211580799380982,0.6908685599535737,2.7634742398142946,0.4605790399690491,0.23028951998452454,1.6120266398916718,1.8423161598761963,0.4605790399690491,0.23028951998452454,0.6908685599535737,0.4605790399690491,0.23028951998452454,1.6120266398916718,1.3817371199071473,1.1514475999226228,1.8423161598761963,0.9211580799380982,0.9211580799380982,0,2.7634742398142946,1.8423161598761963,2.53318471982977,1.1514475999226228,3.6846323197523927,0.9211580799380982,0.6908685599535737,6.217817039582163,3.2240532797833437,4.836079919675015,4.3755008797059665,7.829843679473835,1.8423161598761963,0.9211580799380982,5.526948479628589,7.59955415948931,10.13273887931908,7.138975119520261,4.836079919675015,3.2240532797833437,5.06636943965954,6.217817039582163,6.448106559566687,9.67215983935003,6.448106559566687,6.448106559566687,2.7634742398142946,2.7634742398142946,5.2966589596440645,6.908685599535737,5.526948479628589,11.975055039195277,6.678396079551212,2.53318471982977,4.605790399690491,3.9149218397369174,5.06636943965954,10.363028399303605,9.441870319365506,9.67215983935003,7.369264639504785,3.6846323197523927,14.968818798994095,13.1265026391179,11.975055039195277,7.138975119520261,0
Moianès,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.31364625427417,15.542430836182778,31.084861672365555,7.771215418091389,7.771215418091389,0,0,15.542430836182778,23.31364625427417,0,7.771215418091389,23.31364625427417,23.31364625427417,15.542430836182778,0,7.771215418091389,15.542430836182778,23.31364625427417,0,0,31.084861672365555,38.85607709045695,15.542430836182778,0,7.771215418091389,0,0,0,0,0,209.82281628846752,132.11066210755362,0,0,0,139.88187752564502,15.542430836182778,23.31364625427417,23.31364625427417,7.771215418091389,7.771215418091389,15.542430836182778,7.771215418091389,15.542430836182778,0,0,0,0,7.771215418091389,15.542430836182778,15.542430836182778,31.084861672365555,0,0,0,0,7.771215418091389,0,0,0,0,15.542430836182778,0,7.771215418091389,23.31364625427417,0,0,0,7.771215418091389,0,15.542430836182778,7.771215418091389,0,0,0,0,0,7.771215418091389,7.771215418091389,0,0,0,0,7.771215418091389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.771215418091389,0,0,0,0,0,0,0,0,0,0,7.771215418091389,0,7.771215418091389,0,0,7.771215418091389,0,0,0,0,15.542430836182778,0,0,0,7.771215418091389,0,0,0,0,0,0,0,0,0,0,7.771215418091389,0,0,7.771215418091389,23.31364625427417,7.771215418091389,7.771215418091389,0,0,0,15.542430836182778,23.31364625427417,0,7.771215418091389,0,0,0,0,15.542430836182778,0,7.771215418091389,0
Montsià ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.404139402959926,0,0,0,0,1.404139402959926,1.404139402959926,4.212418208879777,0,1.404139402959926,0,0,4.212418208879777,4.212418208879777,2.808278805919852,5.616557611839704,2.808278805919852,4.212418208879777,0,1.404139402959926,1.404139402959926,0,1.404139402959926,2.808278805919852,0,0,1.404139402959926,1.404139402959926,1.404139402959926,2.808278805919852,0,2.808278805919852,1.404139402959926,0,0,1.404139402959926,0,0,0,0,1.404139402959926,0,0,0,0,0,0,0,2.808278805919852,0,0,0,0,0,0,0,0,1.404139402959926,1.404139402959926,0,0,0,0,0,1.404139402959926,0,1.404139402959926,0,1.404139402959926,0,0,0,0,0,0,0,0,0,1.404139402959926,0,0,0,0,0,0,0,0,0,0,1.404139402959926,0,0,0,0,0,0,1.404139402959926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.404139402959926,0,1.404139402959926,4.212418208879777,2.808278805919852,7.020697014799629,4.212418208879777,2.808278805919852,1.404139402959926,1.404139402959926,2.808278805919852,5.616557611839704,8.424836417759554,4.212418208879777,7.020697014799629,0,8.424836417759554,7.020697014799629,7.020697014799629,12.637254626639331,4.212418208879777,16.849672835519108,7.020697014799629,2.808278805919852,16.849672835519108,21.062091044398887,11.233115223679407,18.253812238479036,12.637254626639331,4.212418208879777,9.828975820719482,14.041394029599259,7.020697014799629,4.212418208879777,0,7.020697014799629,2.808278805919852,2.808278805919852,2.808278805919852,7.020697014799629,4.212418208879777,4.212418208879777,7.020697014799629,1.404139402959926,1.404139402959926,16.849672835519108,1.404139402959926,0,0
Noguera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.549654521812294,0,12.748272609061472,0,2.549654521812294,2.549654521812294,33.145508783559826,5.099309043624588,12.748272609061472,2.549654521812294,7.648963565436882,0,22.94689069631065,35.69516330537212,50.993090436245886,2.549654521812294,35.69516330537212,12.748272609061472,43.344126870809006,7.648963565436882,35.69516330537212,20.397236174498353,17.84758165268606,5.099309043624588,7.648963565436882,0,2.549654521812294,7.648963565436882,7.648963565436882,12.748272609061472,28.046199739935236,10.198618087249177,5.099309043624588,7.648963565436882,0,5.099309043624588,0,2.549654521812294,2.549654521812294,0,2.549654521812294,2.549654521812294,28.046199739935236,30.59585426174753,2.549654521812294,0,0,0,7.648963565436882,2.549654521812294,0,0,0,0,0,0,0,2.549654521812294,7.648963565436882,0,0,0,0,0,2.549654521812294,2.549654521812294,12.748272609061472,2.549654521812294,5.099309043624588,2.549654521812294,7.648963565436882,5.099309043624588,5.099309043624588,0,7.648963565436882,0,2.549654521812294,5.099309043624588,0,12.748272609061472,0,0,0,5.099309043624588,0,7.648963565436882,5.099309043624588,0,0,2.549654521812294,2.549654521812294,0,5.099309043624588,0,0,0,2.549654521812294,0,0,2.549654521812294,0,2.549654521812294,0,0,5.099309043624588,0,2.549654521812294,2.549654521812294,0,2.549654521812294,0,5.099309043624588,0,5.099309043624588,10.198618087249177,12.748272609061472,10.198618087249177,28.046199739935236,45.8937813926213,56.09239947987047,50.993090436245886,48.4434359144336,38.24481782718441,68.84067208893195,30.59585426174753,2.549654521812294,38.24481782718441,10.198618087249177,33.145508783559826,30.59585426174753,20.397236174498353,61.19170852349506,43.344126870809006,50.993090436245886,30.59585426174753,53.54274495805819,12.748272609061472,25.496545218122943,10.198618087249177,22.94689069631065,38.24481782718441,35.69516330537212,17.84758165268606,30.59585426174753,17.84758165268606,22.94689069631065,25.496545218122943,28.046199739935236,25.496545218122943,15.297927130873765,30.59585426174753,7.648963565436882,22.94689069631065,30.59585426174753,56.09239947987047,35.69516330537212,43.344126870809006,22.94689069631065,20.397236174498353,25.496545218122943,20.397236174498353,20.397236174498353,0,0
Osona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6556302245533518,0.6556302245533518,0.6556302245533518,1.3112604491067037,5.900672020980167,3.933781347320111,2.6225208982134074,7.867562694640222,21.635797410260615,13.112604491067039,25.569578757580725,15.079495164727094,19.013276512047206,42.615964595967874,22.291427634813967,32.125881003114245,23.60268808392067,33.43714145222095,31.47025077856089,15.079495164727094,39.993443697754465,29.503360104900835,20.324536961153907,21.635797410260615,30.81462055400754,12.456974266513686,5.900672020980167,16.390755613833797,16.390755613833797,21.635797410260615,22.947057859367316,13.112604491067039,9.178823143746927,9.834453368300279,3.933781347320111,28.847729880347483,49.1722668415014,22.947057859367316,28.847729880347483,5.245041796426815,4.589411571873463,16.390755613833797,24.25831830847402,5.900672020980167,12.456974266513686,9.178823143746927,0,1.9668906736600555,13.112604491067039,5.900672020980167,13.768234715620391,5.245041796426815,0,0.6556302245533518,4.589411571873463,5.245041796426815,6.556302245533519,4.589411571873463,6.556302245533519,2.6225208982134074,0,7.211932470086871,4.589411571873463,1.9668906736600555,9.834453368300279,7.211932470086871,0.6556302245533518,0,4.589411571873463,8.523192919193576,8.523192919193576,7.867562694640222,5.245041796426815,0.6556302245533518,1.3112604491067037,5.245041796426815,7.211932470086871,12.456974266513686,4.589411571873463,2.6225208982134074,0.6556302245533518,0,0.6556302245533518,8.523192919193576,5.245041796426815,1.9668906736600555,6.556302245533519,0,1.3112604491067037,2.6225208982134074,9.834453368300279,5.245041796426815,3.2781511227667597,1.9668906736600555,0,0.6556302245533518,2.6225208982134074,3.933781347320111,0.6556302245533518,1.9668906736600555,2.6225208982134074,0,0.6556302245533518,0.6556302245533518,1.3112604491067037,0.6556302245533518,0,1.3112604491067037,0.6556302245533518,0.6556302245533518,2.6225208982134074,2.6225208982134074,1.9668906736600555,2.6225208982134074,3.933781347320111,0,0,1.9668906736600555,2.6225208982134074,5.245041796426815,4.589411571873463,5.245041796426815,0,0.6556302245533518,5.245041796426815,5.900672020980167,7.211932470086871,5.245041796426815,5.900672020980167,2.6225208982134074,0.6556302245533518,7.867562694640222,9.178823143746927,7.211932470086871,7.211932470086871,11.145713817406984,1.3112604491067037,0.6556302245533518,7.867562694640222,9.178823143746927,13.112604491067039,9.834453368300279,12.456974266513686,1.3112604491067037,2.6225208982134074,15.735125389280444,7.867562694640222,22.947057859367316,7.211932470086871,10.49008359285363,2.6225208982134074,2.6225208982134074,11.145713817406984,11.145713817406984,15.735125389280444,13.112604491067039,15.735125389280444,3.933781347320111,3.2781511227667597,19.013276512047206,16.390755613833797,11.801344041960334,15.735125389280444,1.3112604491067037
Pallars Jussà ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.159004605316312,0,0,8.079502302658156,16.159004605316312,32.318009210632624,8.079502302658156,40.39751151329078,48.477013815948936,80.79502302658156,32.318009210632624,32.318009210632624,24.238506907974468,8.079502302658156,72.7155207239234,80.79502302658156,8.079502302658156,16.159004605316312,8.079502302658156,8.079502302658156,0,8.079502302658156,16.159004605316312,0,48.477013815948936,8.079502302658156,8.079502302658156,0,0,16.159004605316312,16.159004605316312,8.079502302658156,24.238506907974468,16.159004605316312,16.159004605316312,0,0,0,8.079502302658156,16.159004605316312,0,0,8.079502302658156,0,0,0,0,0,0,0,0,0,8.079502302658156,0,0,0,0,0,0,0,8.079502302658156,0,8.079502302658156,0,40.39751151329078,0,0,0,0,0,0,0,0,0,0,0,0,0,16.159004605316312,8.079502302658156,0,16.159004605316312,0,0,0,0,0,0,0,0,0,0,0,0,0,8.079502302658156,0,0,8.079502302658156,0,0,0,0,0,0,0,0,8.079502302658156,0,8.079502302658156,0,0,8.079502302658156,8.079502302658156,0,0,40.39751151329078,0,0,8.079502302658156,8.079502302658156,0,0,0,0,0,0,0,8.079502302658156,0,0,0,0,0,16.159004605316312,0,8.079502302658156,0,0,0,0,16.159004605316312,0,8.079502302658156,32.318009210632624,0,8.079502302658156,24.238506907974468,0,16.159004605316312,0,8.079502302658156,0,0,16.159004605316312,8.079502302658156,0,0,0
Pallars Sobirà ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.332807797047442,0,0,0,0,28.665615594094884,28.665615594094884,0,0,0,14.332807797047442,28.665615594094884,0,0,0,14.332807797047442,14.332807797047442,28.665615594094884,0,0,0,0,14.332807797047442,0,14.332807797047442,0,0,0,0,0,0,0,0,0,0,0,0,14.332807797047442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.332807797047442,0,0,14.332807797047442,14.332807797047442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.998423391142325,14.332807797047442,0,14.332807797047442,0,0,0,0,0,14.332807797047442,0,0,0,14.332807797047442,0,0,14.332807797047442,0,0,0,0,0,0,14.332807797047442,0,0,0,0,0,0,0,0,0,0,0,14.332807797047442,0,0,14.332807797047442,0,0,0,0,0,0,0,0,0,14.332807797047442,14.332807797047442,0,28.665615594094884,0,0,0,0,0,0,14.332807797047442,0,0,0,0,0,0,0,0,0,0,0,14.332807797047442,0,14.332807797047442,0,0,0,14.332807797047442,0,0,0,0
Pla d'Urgell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.395780499649274,0,0,0,0,16.187341498947823,24.281012248421735,2.697890249824637,13.489451249123187,8.093670749473912,8.093670749473912,5.395780499649274,8.093670749473912,13.489451249123187,5.395780499649274,5.395780499649274,5.395780499649274,2.697890249824637,13.489451249123187,8.093670749473912,0,8.093670749473912,5.395780499649274,0,5.395780499649274,5.395780499649274,8.093670749473912,8.093670749473912,2.697890249824637,2.697890249824637,2.697890249824637,2.697890249824637,8.093670749473912,8.093670749473912,2.697890249824637,10.791560999298548,2.697890249824637,2.697890249824637,5.395780499649274,16.187341498947823,8.093670749473912,0,2.697890249824637,2.697890249824637,0,5.395780499649274,2.697890249824637,0,2.697890249824637,2.697890249824637,2.697890249824637,2.697890249824637,0,8.093670749473912,0,2.697890249824637,0,0,0,13.489451249123187,0,5.395780499649274,0,8.093670749473912,0,2.697890249824637,0,8.093670749473912,2.697890249824637,21.583121998597097,0,0,5.395780499649274,2.697890249824637,10.791560999298548,5.395780499649274,10.791560999298548,0,0,0,8.093670749473912,13.489451249123187,0,10.791560999298548,21.583121998597097,0,2.697890249824637,13.489451249123187,5.395780499649274,5.395780499649274,5.395780499649274,2.697890249824637,0,0,5.395780499649274,8.093670749473912,5.395780499649274,8.093670749473912,5.395780499649274,2.697890249824637,0,10.791560999298548,2.697890249824637,0,10.791560999298548,8.093670749473912,0,0,16.187341498947823,16.187341498947823,8.093670749473912,21.583121998597097,18.88523174877246,0,0,5.395780499649274,5.395780499649274,16.187341498947823,37.77046349754492,21.583121998597097,0,2.697890249824637,5.395780499649274,10.791560999298548,2.697890249824637,10.791560999298548,16.187341498947823,2.697890249824637,10.791560999298548,48.56202449684347,26.978902498246374,29.67679274807101,18.88523174877246,35.072573247720285,13.489451249123187,8.093670749473912,45.86413424701883,40.468353747369555,26.978902498246374,35.072573247720285,24.281012248421735,18.88523174877246,8.093670749473912,8.093670749473912,24.281012248421735,16.187341498947823,32.37468299789565,8.093670749473912,10.791560999298548,8.093670749473912,16.187341498947823,8.093670749473912,10.791560999298548,8.093670749473912,16.187341498947823,8.093670749473912,0,16.187341498947823,16.187341498947823,16.187341498947823,0,0
Pla de l'Estany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.616617515066034,6.411078343377357,6.411078343377357,3.2055391716886783,3.2055391716886783,19.233235030132068,19.233235030132068,12.822156686754713,3.2055391716886783,16.02769585844339,9.616617515066034,25.644313373509426,6.411078343377357,28.8498525451981,22.43877420182075,12.822156686754713,0,16.02769585844339,16.02769585844339,19.233235030132068,16.02769585844339,16.02769585844339,19.233235030132068,3.2055391716886783,19.233235030132068,25.644313373509426,12.822156686754713,22.43877420182075,22.43877420182075,19.233235030132068,12.822156686754713,3.2055391716886783,6.411078343377357,35.26093088857546,54.49416591870752,3.2055391716886783,19.233235030132068,3.2055391716886783,12.822156686754713,9.616617515066034,9.616617515066034,28.8498525451981,25.644313373509426,0,3.2055391716886783,70.52186177715092,22.43877420182075,3.2055391716886783,3.2055391716886783,3.2055391716886783,0,6.411078343377357,0,9.616617515066034,12.822156686754713,3.2055391716886783,6.411078343377357,0,0,12.822156686754713,12.822156686754713,3.2055391716886783,48.08308757533017,3.2055391716886783,3.2055391716886783,0,3.2055391716886783,6.411078343377357,3.2055391716886783,3.2055391716886783,3.2055391716886783,0,3.2055391716886783,3.2055391716886783,9.616617515066034,0,0,0,0,0,0,0,0,0,9.616617515066034,0,0,3.2055391716886783,0,3.2055391716886783,0,0,0,0,0,0,3.2055391716886783,0,0,0,0,3.2055391716886783,0,0,0,3.2055391716886783,0,0,0,3.2055391716886783,0,0,0,0,0,0,0,0,6.411078343377357,3.2055391716886783,0,0,0,3.2055391716886783,25.644313373509426,16.02769585844339,19.233235030132068,0,0,41.67200923195281,19.233235030132068,9.616617515066034,6.411078343377357,12.822156686754713,0,0,3.2055391716886783,3.2055391716886783,3.2055391716886783,3.2055391716886783,6.411078343377357,0,0,6.411078343377357,3.2055391716886783,6.411078343377357,9.616617515066034,35.26093088857546,6.411078343377357,6.411078343377357,6.411078343377357,3.2055391716886783,9.616617515066034,6.411078343377357,3.2055391716886783,0,0,0,3.2055391716886783,6.411078343377357,3.2055391716886783,0
Priorat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.156978690170702,0,0,0,0,0,0,0,0,0,0,0,0,0,22.313957380341403,0,0,0,0,11.156978690170702,0,11.156978690170702,0,0,0,0,0,0,0,0,0,0,11.156978690170702,0,0,11.156978690170702,0,0,11.156978690170702,11.156978690170702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.156978690170702,0,0,0,0,0,0,11.156978690170702,0,0,0,0,22.313957380341403,33.4709360705121,0,11.156978690170702,0,0,0,11.156978690170702,11.156978690170702,33.4709360705121,0,0,33.4709360705121,0,22.313957380341403,0,0,0,0,0,0,0,0,0,0,0,0,0,11.156978690170702,0,11.156978690170702,11.156978690170702,0
Ribera d'Ebre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.292582417582418,0,0,8.585164835164836,4.292582417582418,8.585164835164836,8.585164835164836,4.292582417582418,4.292582417582418,4.292582417582418,0,0,4.292582417582418,0,8.585164835164836,8.585164835164836,0,0,0,0,12.877747252747254,4.292582417582418,0,0,0,0,0,4.292582417582418,0,4.292582417582418,0,0,4.292582417582418,0,0,0,0,0,0,0,8.585164835164836,4.292582417582418,4.292582417582418,0,0,4.292582417582418,0,17.17032967032967,0,17.17032967032967,8.585164835164836,0,0,4.292582417582418,0,0,0,0,0,0,0,4.292582417582418,0,0,4.292582417582418,0,0,0,0,0,0,0,0,0,0,0,4.292582417582418,0,0,0,0,0,0,0,0,0,0,4.292582417582418,0,0,4.292582417582418,8.585164835164836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.292582417582418,0,0,0,0,0,4.292582417582418,0,0,4.292582417582418,0,0,8.585164835164836,8.585164835164836,0,0,0,8.585164835164836,0,4.292582417582418,4.292582417582418,0,0,21.462912087912088,8.585164835164836,30.048076923076923,4.292582417582418,21.462912087912088,8.585164835164836,8.585164835164836,12.877747252747254,0,0,8.585164835164836,8.585164835164836,0,8.585164835164836,0,4.292582417582418,8.585164835164836,4.292582417582418,21.462912087912088,8.585164835164836,21.462912087912088,4.292582417582418,0,0,30.048076923076923,0,0
Ripollès,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9430621820906113,0,3.9430621820906113,3.9430621820906113,7.886124364181223,23.65837309254367,19.715310910453056,3.9430621820906113,11.829186546271835,11.829186546271835,19.715310910453056,31.54449745672489,31.54449745672489,23.65837309254367,7.886124364181223,19.715310910453056,27.60143527463428,7.886124364181223,11.829186546271835,7.886124364181223,11.829186546271835,0,11.829186546271835,3.9430621820906113,0,0,7.886124364181223,15.772248728362445,3.9430621820906113,3.9430621820906113,7.886124364181223,0,0,11.829186546271835,0,0,7.886124364181223,3.9430621820906113,27.60143527463428,11.829186546271835,19.715310910453056,0,0,3.9430621820906113,11.829186546271835,3.9430621820906113,0,0,0,0,0,0,0,3.9430621820906113,3.9430621820906113,0,0,0,0,0,15.772248728362445,7.886124364181223,0,0,0,3.9430621820906113,7.886124364181223,3.9430621820906113,15.772248728362445,0,0,3.9430621820906113,3.9430621820906113,0,0,15.772248728362445,0,0,3.9430621820906113,0,3.9430621820906113,0,3.9430621820906113,0,0,7.886124364181223,0,0,0,0,0,0,0,0,0,3.9430621820906113,0,0,0,0,3.9430621820906113,0,0,0,3.9430621820906113,0,0,3.9430621820906113,0,0,3.9430621820906113,0,0,3.9430621820906113,0,0,3.9430621820906113,0,0,0,3.9430621820906113,7.886124364181223,7.886124364181223,3.9430621820906113,7.886124364181223,27.60143527463428,0,3.9430621820906113,11.829186546271835,7.886124364181223,7.886124364181223,7.886124364181223,7.886124364181223,0,7.886124364181223,15.772248728362445,3.9430621820906113,0,11.829186546271835,0,0,3.9430621820906113,0,0,0,3.9430621820906113,0,3.9430621820906113,3.9430621820906113,0,0,0,3.9430621820906113,0,0,0,7.886124364181223,11.829186546271835,0,3.9430621820906113
Segarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.548142083958703,9.096284167917405,0,4.548142083958703,4.548142083958703,4.548142083958703,9.096284167917405,4.548142083958703,27.288852503752217,4.548142083958703,13.644426251876109,13.644426251876109,13.644426251876109,4.548142083958703,40.93327875562832,31.836994587710922,18.19256833583481,0,9.096284167917405,13.644426251876109,72.77027334333924,13.644426251876109,36.38513667166962,13.644426251876109,9.096284167917405,9.096284167917405,22.740710419793515,40.93327875562832,9.096284167917405,18.19256833583481,4.548142083958703,4.548142083958703,13.644426251876109,9.096284167917405,13.644426251876109,4.548142083958703,45.48142083958703,13.644426251876109,0,4.548142083958703,18.19256833583481,9.096284167917405,13.644426251876109,0,0,0,4.548142083958703,9.096284167917405,0,0,4.548142083958703,0,0,22.740710419793515,0,4.548142083958703,31.836994587710922,0,0,0,18.19256833583481,18.19256833583481,9.096284167917405,54.577705007504434,18.19256833583481,0,13.644426251876109,13.644426251876109,36.38513667166962,40.93327875562832,22.740710419793515,31.836994587710922,0,4.548142083958703,18.19256833583481,4.548142083958703,31.836994587710922,9.096284167917405,27.288852503752217,27.288852503752217,22.740710419793515,18.19256833583481,27.288852503752217,36.38513667166962,45.48142083958703,36.38513667166962,27.288852503752217,4.548142083958703,4.548142083958703,9.096284167917405,27.288852503752217,13.644426251876109,4.548142083958703,9.096284167917405,18.19256833583481,68.22213125938055,50.02956292354573,18.19256833583481,22.740710419793515,4.548142083958703,9.096284167917405,13.644426251876109,22.740710419793515,50.02956292354573,9.096284167917405,4.548142083958703,13.644426251876109,9.096284167917405,4.548142083958703,9.096284167917405,4.548142083958703,13.644426251876109,36.38513667166962,18.19256833583481,4.548142083958703,0,4.548142083958703,4.548142083958703,36.38513667166962,18.19256833583481,13.644426251876109,9.096284167917405,0,4.548142083958703,90.96284167917406,27.288852503752217,13.644426251876109,9.096284167917405,18.19256833583481,0,4.548142083958703,22.740710419793515,4.548142083958703,4.548142083958703,18.19256833583481,4.548142083958703,0,9.096284167917405,36.38513667166962,109.15541001500887,22.740710419793515,13.644426251876109,31.836994587710922,4.548142083958703,4.548142083958703,13.644426251876109,13.644426251876109,0,9.096284167917405,4.548142083958703,4.548142083958703,27.288852503752217,4.548142083958703,18.19256833583481,0,9.096284167917405,4.548142083958703,0,9.096284167917405,54.577705007504434,4.548142083958703,0,0
