CCAA,date,cases,ccaa
CE,2020-04-24,1,Ceuta
CL,2020-04-24,292,CyL
CM,2020-04-24,56,CLM
CN,2020-04-24,11,Canarias
CT,2020-04-24,271,Cataluña
EX,2020-04-24,112,Extremadura
GA,2020-04-24,124,Galicia
IB,2020-04-24,9,Baleares
MC,2020-04-24,6,Murcia
MD,2020-04-24,237,Madrid
ML,2020-04-24,1,Melilla
NC,2020-04-24,62,Navarra
PV,2020-04-24,97,País Vasco
RI,2020-04-24,4,La Rioja
VC,2020-04-24,230,C. Valenciana
AN,2020-04-25,57,Andalucía
AR,2020-04-25,33,Aragón
AS,2020-04-25,3,Asturias
CB,2020-04-25,12,Cantabria
CE,2020-04-25,1,Ceuta
CL,2020-04-25,139,CyL
CM,2020-04-25,52,CLM
CN,2020-04-25,4,Canarias
CT,2020-04-25,174,Cataluña
EX,2020-04-25,87,Extremadura
GA,2020-04-25,36,Galicia
IB,2020-04-25,11,Baleares
MC,2020-04-25,3,Murcia
MD,2020-04-25,131,Madrid
ML,2020-04-25,1,Melilla
NC,2020-04-25,39,Navarra
PV,2020-04-25,47,País Vasco
RI,2020-04-25,5,La Rioja
VC,2020-04-25,106,C. Valenciana
AN,2020-04-26,36,Andalucía
AR,2020-04-26,21,Aragón
AS,2020-04-26,5,Asturias
CB,2020-04-26,4,Cantabria
CE,2020-04-26,0,Ceuta
CL,2020-04-26,108,CyL
CM,2020-04-26,95,CLM
CN,2020-04-26,2,Canarias
CT,2020-04-26,138,Cataluña
EX,2020-04-26,24,Extremadura
GA,2020-04-26,26,Galicia
IB,2020-04-26,0,Baleares
MC,2020-04-26,6,Murcia
MD,2020-04-26,124,Madrid
ML,2020-04-26,0,Melilla
NC,2020-04-26,12,Navarra
PV,2020-04-26,42,País Vasco
RI,2020-04-26,4,La Rioja
VC,2020-04-26,38,C. Valenciana
AN,2020-04-27,45,Andalucía
AR,2020-04-27,65,Aragón
AS,2020-04-27,5,Asturias
CB,2020-04-27,2,Cantabria
CE,2020-04-27,1,Ceuta
CL,2020-04-27,132,CyL
CM,2020-04-27,104,CLM
CN,2020-04-27,3,Canarias
CT,2020-04-27,143,Cataluña
EX,2020-04-27,20,Extremadura
GA,2020-04-27,57,Galicia
IB,2020-04-27,3,Baleares
MC,2020-04-27,1,Murcia
MD,2020-04-27,182,Madrid
ML,2020-04-27,0,Melilla
NC,2020-04-27,23,Navarra
PV,2020-04-27,30,País Vasco
RI,2020-04-27,4,La Rioja
VC,2020-04-27,51,C. Valenciana
AN,2020-04-28,130,Andalucía
AR,2020-04-28,126,Aragón
AS,2020-04-28,10,Asturias
CB,2020-04-28,5,Cantabria
CE,2020-04-28,2,Ceuta
CL,2020-04-28,323,CyL
CM,2020-04-28,92,CLM
CN,2020-04-28,4,Canarias
CT,2020-04-28,158,Cataluña
EX,2020-04-28,26,Extremadura
GA,2020-04-28,80,Galicia
IB,2020-04-28,5,Baleares
MC,2020-04-28,16,Murcia
MD,2020-04-28,230,Madrid
ML,2020-04-28,0,Melilla
NC,2020-04-28,32,Navarra
PV,2020-04-28,49,País Vasco
RI,2020-04-28,10,La Rioja
VC,2020-04-28,120,C. Valenciana
AN,2020-04-29,162,Andalucía
AR,2020-04-29,38,Aragón
AS,2020-04-29,3,Asturias
CB,2020-04-29,4,Cantabria
CE,2020-04-29,4,Ceuta
CL,2020-04-29,244,CyL
CM,2020-04-29,69,CLM
CN,2020-04-29,4,Canarias
CT,2020-04-29,151,Cataluña
EX,2020-04-29,59,Extremadura
GA,2020-04-29,113,Galicia
IB,2020-04-29,3,Baleares
MC,2020-04-29,10,Murcia
MD,2020-04-29,212,Madrid
ML,2020-04-29,1,Melilla
NC,2020-04-29,50,Navarra
PV,2020-04-29,39,País Vasco
RI,2020-04-29,5,La Rioja
VC,2020-04-29,138,C. Valenciana
AN,2020-04-30,119,Andalucía
AR,2020-04-30,38,Aragón
AS,2020-04-30,10,Asturias
CB,2020-04-30,12,Cantabria
CE,2020-04-30,0,Ceuta
CL,2020-04-30,235,CyL
CM,2020-04-30,74,CLM
CN,2020-04-30,4,Canarias
CT,2020-04-30,188,Cataluña
EX,2020-04-30,86,Extremadura
GA,2020-04-30,96,Galicia
IB,2020-04-30,5,Baleares
MC,2020-04-30,25,Murcia
MD,2020-04-30,173,Madrid
ML,2020-04-30,1,Melilla
NC,2020-04-30,57,Navarra
PV,2020-04-30,33,País Vasco
RI,2020-04-30,2,La Rioja
VC,2020-04-30,114,C. Valenciana
AN,2020-05-01,100,Andalucía
AR,2020-05-01,15,Aragón
AS,2020-05-01,2,Asturias
CB,2020-05-01,16,Cantabria
CE,2020-05-01,1,Ceuta
CL,2020-05-01,336,CyL
CM,2020-05-01,21,CLM
CN,2020-05-01,9,Canarias
CT,2020-05-01,161,Cataluña
EX,2020-05-01,97,Extremadura
GA,2020-05-01,108,Galicia
IB,2020-05-01,10,Baleares
MC,2020-05-01,8,Murcia
MD,2020-05-01,192,Madrid
ML,2020-05-01,0,Melilla
NC,2020-05-01,72,Navarra
PV,2020-05-01,40,País Vasco
RI,2020-05-01,1,La Rioja
VC,2020-05-01,94,C. Valenciana
AN,2020-05-02,95,Andalucía
AR,2020-05-02,20,Aragón
AS,2020-05-02,3,Asturias
CB,2020-05-02,0,Cantabria
CE,2020-05-02,2,Ceuta
CL,2020-05-02,344,CyL
CM,2020-05-02,17,CLM
CN,2020-05-02,5,Canarias
CT,2020-05-02,153,Cataluña
EX,2020-05-02,58,Extremadura
GA,2020-05-02,84,Galicia
IB,2020-05-02,3,Baleares
MC,2020-05-02,17,Murcia
MD,2020-05-02,165,Madrid
ML,2020-05-02,0,Melilla
NC,2020-05-02,70,Navarra
PV,2020-05-02,50,País Vasco
RI,2020-05-02,2,La Rioja
VC,2020-05-02,110,C. Valenciana
AN,2020-05-03,27,Andalucía
AR,2020-05-03,17,Aragón
AS,2020-05-03,3,Asturias
CB,2020-05-03,3,Cantabria
CE,2020-05-03,0,Ceuta
CL,2020-05-03,113,CyL
CM,2020-05-03,47,CLM
CN,2020-05-03,0,Canarias
CT,2020-05-03,138,Cataluña
EX,2020-05-03,11,Extremadura
GA,2020-05-03,45,Galicia
IB,2020-05-03,4,Baleares
MC,2020-05-03,4,Murcia
MD,2020-05-03,71,Madrid
ML,2020-05-03,0,Melilla
NC,2020-05-03,23,Navarra
PV,2020-05-03,35,País Vasco
RI,2020-05-03,2,La Rioja
VC,2020-05-03,45,C. Valenciana
AN,2020-05-04,49,Andalucía
AR,2020-05-04,29,Aragón
AS,2020-05-04,4,Asturias
CB,2020-05-04,1,Cantabria
CE,2020-05-04,0,Ceuta
CL,2020-05-04,92,CyL
CM,2020-05-04,21,CLM
CN,2020-05-04,3,Canarias
CT,2020-05-04,114,Cataluña
EX,2020-05-04,20,Extremadura
GA,2020-05-04,75,Galicia
IB,2020-05-04,1,Baleares
MC,2020-05-04,2,Murcia
MD,2020-05-04,94,Madrid
ML,2020-05-04,0,Melilla
NC,2020-05-04,20,Navarra
PV,2020-05-04,18,País Vasco
RI,2020-05-04,2,La Rioja
VC,2020-05-04,28,C. Valenciana
AN,2020-05-05,73,Andalucía
AR,2020-05-05,42,Aragón
AS,2020-05-05,4,Asturias
CB,2020-05-05,6,Cantabria
CE,2020-05-05,0,Ceuta
CL,2020-05-05,43,CyL
CM,2020-05-05,12,CLM
CN,2020-05-05,2,Canarias
CT,2020-05-05,65,Cataluña
EX,2020-05-05,41,Extremadura
GA,2020-05-05,133,Galicia
IB,2020-05-05,4,Baleares
MC,2020-05-05,2,Murcia
MD,2020-05-05,57,Madrid
ML,2020-05-05,0,Melilla
NC,2020-05-05,5,Navarra
PV,2020-05-05,21,País Vasco
RI,2020-05-05,0,La Rioja
VC,2020-05-05,20,C. Valenciana
AN,2020-05-06,25,Andalucía
AR,2020-05-06,44,Aragón
AS,2020-05-06,4,Asturias
CB,2020-05-06,0,Cantabria
CE,2020-05-06,1,Ceuta
CL,2020-05-06,27,CyL
CM,2020-05-06,10,CLM
CN,2020-05-06,0,Canarias
CT,2020-05-06,51,Cataluña
EX,2020-05-06,36,Extremadura
GA,2020-05-06,60,Galicia
IB,2020-05-06,4,Baleares
MC,2020-05-06,2,Murcia
MD,2020-05-06,49,Madrid
ML,2020-05-06,0,Melilla
NC,2020-05-06,9,Navarra
PV,2020-05-06,24,País Vasco
RI,2020-05-06,0,La Rioja
VC,2020-05-06,15,C. Valenciana
AN,2020-05-07,25,Andalucía
AR,2020-05-07,13,Aragón
AS,2020-05-07,3,Asturias
CB,2020-05-07,0,Cantabria
CE,2020-05-07,1,Ceuta
CL,2020-05-07,30,CyL
CM,2020-05-07,14,CLM
CN,2020-05-07,1,Canarias
CT,2020-05-07,60,Cataluña
EX,2020-05-07,51,Extremadura
GA,2020-05-07,50,Galicia
IB,2020-05-07,2,Baleares
MC,2020-05-07,2,Murcia
MD,2020-05-07,62,Madrid
ML,2020-05-07,0,Melilla
NC,2020-05-07,2,Navarra
PV,2020-05-07,23,País Vasco
RI,2020-05-07,1,La Rioja
VC,2020-05-07,13,C. Valenciana
AN,2020-05-08,16,Andalucía
AR,2020-05-08,12,Aragón
AS,2020-05-08,3,Asturias
CB,2020-05-08,2,Cantabria
CE,2020-05-08,0,Ceuta
CL,2020-05-08,30,CyL
CM,2020-05-08,7,CLM
CN,2020-05-08,1,Canarias
CT,2020-05-08,68,Cataluña
EX,2020-05-08,33,Extremadura
GA,2020-05-08,43,Galicia
IB,2020-05-08,4,Baleares
MC,2020-05-08,1,Murcia
MD,2020-05-08,88,Madrid
ML,2020-05-08,0,Melilla
NC,2020-05-08,7,Navarra
PV,2020-05-08,26,País Vasco
RI,2020-05-08,1,La Rioja
VC,2020-05-08,12,C. Valenciana
AN,2020-05-09,14,Andalucía
AR,2020-05-09,6,Aragón
AS,2020-05-09,2,Asturias
CB,2020-05-09,1,Cantabria
CE,2020-05-09,0,Ceuta
CL,2020-05-09,14,CyL
CM,2020-05-09,10,CLM
CN,2020-05-09,2,Canarias
CT,2020-05-09,53,Cataluña
EX,2020-05-09,52,Extremadura
GA,2020-05-09,19,Galicia
IB,2020-05-09,0,Baleares
MC,2020-05-09,1,Murcia
MD,2020-05-09,63,Madrid
ML,2020-05-09,0,Melilla
NC,2020-05-09,4,Navarra
PV,2020-05-09,20,País Vasco
RI,2020-05-09,0,La Rioja
VC,2020-05-09,8,C. Valenciana
AN,2020-05-10,5,Andalucía
AR,2020-05-10,7,Aragón
AS,2020-05-10,1,Asturias
CB,2020-05-10,2,Cantabria
CE,2020-05-10,0,Ceuta
CL,2020-05-10,12,CyL
CM,2020-05-10,12,CLM
CN,2020-05-10,1,Canarias
CT,2020-05-10,78,Cataluña
EX,2020-05-10,5,Extremadura
GA,2020-05-10,10,Galicia
IB,2020-05-10,7,Baleares
MC,2020-05-10,1,Murcia
MD,2020-05-10,95,Madrid
ML,2020-05-10,0,Melilla
NC,2020-05-10,5,Navarra
PV,2020-05-10,10,País Vasco
RI,2020-05-10,1,La Rioja
VC,2020-05-10,8,C. Valenciana
AN,2020-05-11,22,Andalucía
AR,2020-05-11,9,Aragón
AS,2020-05-11,5,Asturias
CB,2020-05-11,7,Cantabria
CE,2020-05-11,1,Ceuta
CL,2020-05-11,27,CyL
CM,2020-05-11,32,CLM
CN,2020-05-11,2,Canarias
CT,2020-05-11,110,Cataluña
EX,2020-05-11,9,Extremadura
GA,2020-05-11,11,Galicia
IB,2020-05-11,8,Baleares
MC,2020-05-11,2,Murcia
MD,2020-05-11,151,Madrid
ML,2020-05-11,0,Melilla
NC,2020-05-11,12,Navarra
PV,2020-05-11,24,País Vasco
RI,2020-05-11,4,La Rioja
VC,2020-05-11,21,C. Valenciana
AN,2020-05-12,22,Andalucía
AR,2020-05-12,14,Aragón
AS,2020-05-12,0,Asturias
CB,2020-05-12,7,Cantabria
CE,2020-05-12,2,Ceuta
CL,2020-05-12,34,CyL
CM,2020-05-12,31,CLM
CN,2020-05-12,3,Canarias
CT,2020-05-12,129,Cataluña
EX,2020-05-12,38,Extremadura
GA,2020-05-12,16,Galicia
IB,2020-05-12,7,Baleares
MC,2020-05-12,3,Murcia
MD,2020-05-12,172,Madrid
ML,2020-05-12,0,Melilla
NC,2020-05-12,2,Navarra
PV,2020-05-12,22,País Vasco
RI,2020-05-12,3,La Rioja
VC,2020-05-12,18,C. Valenciana
AN,2020-05-13,15,Andalucía
AR,2020-05-13,25,Aragón
AS,2020-05-13,2,Asturias
CB,2020-05-13,2,Cantabria
CE,2020-05-13,0,Ceuta
CL,2020-05-13,57,CyL
CM,2020-05-13,41,CLM
CN,2020-05-13,6,Canarias
CT,2020-05-13,147,Cataluña
EX,2020-05-13,38,Extremadura
GA,2020-05-13,9,Galicia
IB,2020-05-13,10,Baleares
MC,2020-05-13,5,Murcia
MD,2020-05-13,113,Madrid
ML,2020-05-13,0,Melilla
NC,2020-05-13,9,Navarra
PV,2020-05-13,26,País Vasco
RI,2020-05-13,5,La Rioja
VC,2020-05-13,12,C. Valenciana
AN,2020-05-14,14,Andalucía
AR,2020-05-14,25,Aragón
AS,2020-05-14,2,Asturias
CB,2020-05-14,2,Cantabria
CE,2020-05-14,0,Ceuta
CL,2020-05-14,39,CyL
CM,2020-05-14,30,CLM
CN,2020-05-14,1,Canarias
CT,2020-05-14,148,Cataluña
EX,2020-05-14,23,Extremadura
GA,2020-05-14,7,Galicia
IB,2020-05-14,7,Baleares
MC,2020-05-14,2,Murcia
MD,2020-05-14,128,Madrid
ML,2020-05-14,0,Melilla
NC,2020-05-14,19,Navarra
PV,2020-05-14,16,País Vasco
RI,2020-05-14,4,La Rioja
VC,2020-05-14,19,C. Valenciana
AN,2020-05-15,14,Andalucía
AR,2020-05-15,17,Aragón
AS,2020-05-15,4,Asturias
CB,2020-05-15,2,Cantabria
CE,2020-05-15,0,Ceuta
CL,2020-05-15,35,CyL
CM,2020-05-15,40,CLM
CN,2020-05-15,3,Canarias
CT,2020-05-15,203,Cataluña
EX,2020-05-15,24,Extremadura
GA,2020-05-15,8,Galicia
IB,2020-05-15,16,Baleares
MC,2020-05-15,0,Murcia
MD,2020-05-15,108,Madrid
ML,2020-05-15,0,Melilla
NC,2020-05-15,11,Navarra
PV,2020-05-15,14,País Vasco
RI,2020-05-15,3,La Rioja
VC,2020-05-15,13,C. Valenciana
AN,2020-05-16,10,Andalucía
AR,2020-05-16,9,Aragón
AS,2020-05-16,1,Asturias
CB,2020-05-16,4,Cantabria
CE,2020-05-16,1,Ceuta
CL,2020-05-16,30,CyL
CM,2020-05-16,28,CLM
CN,2020-05-16,5,Canarias
CT,2020-05-16,116,Cataluña
EX,2020-05-16,21,Extremadura
GA,2020-05-16,3,Galicia
IB,2020-05-16,0,Baleares
MC,2020-05-16,1,Murcia
MD,2020-05-16,67,Madrid
ML,2020-05-16,0,Melilla
NC,2020-05-16,4,Navarra
PV,2020-05-16,17,País Vasco
RI,2020-05-16,2,La Rioja
VC,2020-05-16,8,C. Valenciana
AN,2020-05-17,5,Andalucía
AR,2020-05-17,10,Aragón
AS,2020-05-17,4,Asturias
CB,2020-05-17,0,Cantabria
CE,2020-05-17,0,Ceuta
CL,2020-05-17,5,CyL
CM,2020-05-17,14,CLM
CN,2020-05-17,1,Canarias
CT,2020-05-17,83,Cataluña
EX,2020-05-17,5,Extremadura
GA,2020-05-17,2,Galicia
IB,2020-05-17,5,Baleares
MC,2020-05-17,1,Murcia
MD,2020-05-17,74,Madrid
ML,2020-05-17,0,Melilla
NC,2020-05-17,21,Navarra
PV,2020-05-17,6,País Vasco
RI,2020-05-17,0,La Rioja
VC,2020-05-17,7,C. Valenciana
AN,2020-05-18,11,Andalucía
AR,2020-05-18,15,Aragón
AS,2020-05-18,0,Asturias
CB,2020-05-18,2,Cantabria
CE,2020-05-18,2,Ceuta
CL,2020-05-18,31,CyL
CM,2020-05-18,31,CLM
CN,2020-05-18,3,Canarias
CT,2020-05-18,187,Cataluña
EX,2020-05-18,4,Extremadura
GA,2020-05-18,7,Galicia
IB,2020-05-18,5,Baleares
MC,2020-05-18,2,Murcia
MD,2020-05-18,123,Madrid
ML,2020-05-18,1,Melilla
NC,2020-05-18,6,Navarra
PV,2020-05-18,16,País Vasco
RI,2020-05-18,5,La Rioja
VC,2020-05-18,10,C. Valenciana
AN,2020-05-19,11,Andalucía
AR,2020-05-19,21,Aragón
AS,2020-05-19,0,Asturias
CB,2020-05-19,2,Cantabria
CE,2020-05-19,3,Ceuta
CL,2020-05-19,35,CyL
CM,2020-05-19,34,CLM
CN,2020-05-19,9,Canarias
CT,2020-05-19,201,Cataluña
EX,2020-05-19,11,Extremadura
GA,2020-05-19,7,Galicia
IB,2020-05-19,12,Baleares
MC,2020-05-19,2,Murcia
MD,2020-05-19,117,Madrid
ML,2020-05-19,0,Melilla
NC,2020-05-19,9,Navarra
PV,2020-05-19,11,País Vasco
RI,2020-05-19,5,La Rioja
VC,2020-05-19,13,C. Valenciana
AN,2020-05-20,12,Andalucía
AR,2020-05-20,12,Aragón
AS,2020-05-20,1,Asturias
CB,2020-05-20,0,Cantabria
CE,2020-05-20,1,Ceuta
CL,2020-05-20,27,CyL
CM,2020-05-20,29,CLM
CN,2020-05-20,4,Canarias
CT,2020-05-20,171,Cataluña
EX,2020-05-20,14,Extremadura
GA,2020-05-20,6,Galicia
IB,2020-05-20,6,Baleares
MC,2020-05-20,0,Murcia
MD,2020-05-20,95,Madrid
ML,2020-05-20,0,Melilla
NC,2020-05-20,4,Navarra
PV,2020-05-20,10,País Vasco
RI,2020-05-20,4,La Rioja
VC,2020-05-20,14,C. Valenciana
AN,2020-05-21,9,Andalucía
AR,2020-05-21,12,Aragón
AS,2020-05-21,1,Asturias
CB,2020-05-21,3,Cantabria
CE,2020-05-21,1,Ceuta
CL,2020-05-21,39,CyL
CM,2020-05-21,20,CLM
CN,2020-05-21,5,Canarias
CT,2020-05-21,204,Cataluña
EX,2020-05-21,9,Extremadura
GA,2020-05-21,12,Galicia
IB,2020-05-21,5,Baleares
MC,2020-05-21,1,Murcia
MD,2020-05-21,81,Madrid
ML,2020-05-21,0,Melilla
NC,2020-05-21,3,Navarra
PV,2020-05-21,11,País Vasco
RI,2020-05-21,4,La Rioja
VC,2020-05-21,7,C. Valenciana
AN,2020-05-22,6,Andalucía
AR,2020-05-22,14,Aragón
AS,2020-05-22,1,Asturias
CB,2020-05-22,1,Cantabria
CE,2020-05-22,0,Ceuta
CL,2020-05-22,40,CyL
CM,2020-05-22,42,CLM
CN,2020-05-22,3,Canarias
CT,2020-05-22,264,Cataluña
EX,2020-05-22,11,Extremadura
GA,2020-05-22,3,Galicia
IB,2020-05-22,3,Baleares
MC,2020-05-22,1,Murcia
MD,2020-05-22,81,Madrid
ML,2020-05-22,0,Melilla
NC,2020-05-22,6,Navarra
PV,2020-05-22,9,País Vasco
RI,2020-05-22,2,La Rioja
VC,2020-05-22,17,C. Valenciana
AN,2020-05-23,7,Andalucía
AR,2020-05-23,12,Aragón
AS,2020-05-23,1,Asturias
CB,2020-05-23,2,Cantabria
CE,2020-05-23,5,Ceuta
CL,2020-05-23,16,CyL
CM,2020-05-23,31,CLM
CN,2020-05-23,1,Canarias
CT,2020-05-23,111,Cataluña
EX,2020-05-23,7,Extremadura
GA,2020-05-23,8,Galicia
IB,2020-05-23,2,Baleares
MC,2020-05-23,2,Murcia
MD,2020-05-23,73,Madrid
ML,2020-05-23,0,Melilla
NC,2020-05-23,12,Navarra
PV,2020-05-23,6,País Vasco
RI,2020-05-23,2,La Rioja
VC,2020-05-23,7,C. Valenciana
AN,2020-05-24,3,Andalucía
AR,2020-05-24,5,Aragón
AS,2020-05-24,2,Asturias
CB,2020-05-24,0,Cantabria
CE,2020-05-24,2,Ceuta
CL,2020-05-24,12,CyL
CM,2020-05-24,19,CLM
CN,2020-05-24,2,Canarias
CT,2020-05-24,126,Cataluña
EX,2020-05-24,5,Extremadura
GA,2020-05-24,5,Galicia
IB,2020-05-24,1,Baleares
MC,2020-05-24,0,Murcia
MD,2020-05-24,46,Madrid
ML,2020-05-24,0,Melilla
NC,2020-05-24,2,Navarra
PV,2020-05-24,3,País Vasco
RI,2020-05-24,0,La Rioja
VC,2020-05-24,10,C. Valenciana
AN,2020-05-25,8,Andalucía
AR,2020-05-25,12,Aragón
AS,2020-05-25,1,Asturias
CB,2020-05-25,1,Cantabria
CE,2020-05-25,5,Ceuta
CL,2020-05-25,34,CyL
CM,2020-05-25,38,CLM
CN,2020-05-25,4,Canarias
CT,2020-05-25,211,Cataluña
EX,2020-05-25,5,Extremadura
GA,2020-05-25,5,Galicia
IB,2020-05-25,3,Baleares
MC,2020-05-25,0,Murcia
MD,2020-05-25,137,Madrid
ML,2020-05-25,0,Melilla
NC,2020-05-25,5,Navarra
PV,2020-05-25,6,País Vasco
RI,2020-05-25,4,La Rioja
VC,2020-05-25,5,C. Valenciana
AN,2020-05-26,8,Andalucía
AR,2020-05-26,11,Aragón
AS,2020-05-26,2,Asturias
CB,2020-05-26,4,Cantabria
CE,2020-05-26,1,Ceuta
CL,2020-05-26,46,CyL
CM,2020-05-26,39,CLM
CN,2020-05-26,3,Canarias
CT,2020-05-26,187,Cataluña
EX,2020-05-26,13,Extremadura
GA,2020-05-26,2,Galicia
IB,2020-05-26,4,Baleares
MC,2020-05-26,0,Murcia
MD,2020-05-26,123,Madrid
ML,2020-05-26,0,Melilla
NC,2020-05-26,4,Navarra
PV,2020-05-26,9,País Vasco
RI,2020-05-26,0,La Rioja
VC,2020-05-26,13,C. Valenciana
AN,2020-05-27,11,Andalucía
AR,2020-05-27,13,Aragón
AS,2020-05-27,0,Asturias
CB,2020-05-27,2,Cantabria
CE,2020-05-27,2,Ceuta
CL,2020-05-27,25,CyL
CM,2020-05-27,39,CLM
CN,2020-05-27,2,Canarias
CT,2020-05-27,150,Cataluña
EX,2020-05-27,8,Extremadura
GA,2020-05-27,1,Galicia
IB,2020-05-27,3,Baleares
MC,2020-05-27,3,Murcia
MD,2020-05-27,64,Madrid
ML,2020-05-27,0,Melilla
NC,2020-05-27,11,Navarra
PV,2020-05-27,2,País Vasco
RI,2020-05-27,1,La Rioja
VC,2020-05-27,16,C. Valenciana
AN,2020-05-28,7,Andalucía
AR,2020-05-28,9,Aragón
AS,2020-05-28,0,Asturias
CB,2020-05-28,1,Cantabria
CE,2020-05-28,5,Ceuta
CL,2020-05-28,44,CyL
CM,2020-05-28,40,CLM
CN,2020-05-28,7,Canarias
CT,2020-05-28,197,Cataluña
EX,2020-05-28,0,Extremadura
GA,2020-05-28,2,Galicia
IB,2020-05-28,13,Baleares
MC,2020-05-28,2,Murcia
MD,2020-05-28,92,Madrid
ML,2020-05-28,0,Melilla
NC,2020-05-28,9,Navarra
PV,2020-05-28,6,País Vasco
RI,2020-05-28,1,La Rioja
VC,2020-05-28,9,C. Valenciana
AN,2020-05-29,12,Andalucía
AR,2020-05-29,12,Aragón
AS,2020-05-29,14,Asturias
CB,2020-05-29,3,Cantabria
CE,2020-05-29,2,Ceuta
CL,2020-05-29,42,CyL
CM,2020-05-29,25,CLM
CN,2020-05-29,8,Canarias
CT,2020-05-29,172,Cataluña
EX,2020-05-29,8,Extremadura
GA,2020-05-29,5,Galicia
IB,2020-05-29,5,Baleares
MC,2020-05-29,1,Murcia
MD,2020-05-29,107,Madrid
ML,2020-05-29,0,Melilla
NC,2020-05-29,5,Navarra
PV,2020-05-29,3,País Vasco
RI,2020-05-29,2,La Rioja
VC,2020-05-29,8,C. Valenciana
AN,2020-05-30,13,Andalucía
AR,2020-05-30,4,Aragón
AS,2020-05-30,4,Asturias
CB,2020-05-30,2,Cantabria
CE,2020-05-30,3,Ceuta
CL,2020-05-30,36,CyL
CM,2020-05-30,37,CLM
CN,2020-05-30,2,Canarias
CT,2020-05-30,86,Cataluña
EX,2020-05-30,8,Extremadura
GA,2020-05-30,0,Galicia
IB,2020-05-30,1,Baleares
MC,2020-05-30,1,Murcia
MD,2020-05-30,60,Madrid
ML,2020-05-30,0,Melilla
NC,2020-05-30,7,Navarra
PV,2020-05-30,7,País Vasco
RI,2020-05-30,1,La Rioja
VC,2020-05-30,5,C. Valenciana
AN,2020-05-31,9,Andalucía
AR,2020-05-31,8,Aragón
AS,2020-05-31,3,Asturias
CB,2020-05-31,1,Cantabria
CE,2020-05-31,1,Ceuta
CL,2020-05-31,19,CyL
CM,2020-05-31,11,CLM
CN,2020-05-31,1,Canarias
CT,2020-05-31,49,Cataluña
EX,2020-05-31,2,Extremadura
GA,2020-05-31,1,Galicia
IB,2020-05-31,2,Baleares
MC,2020-05-31,0,Murcia
MD,2020-05-31,58,Madrid
ML,2020-05-31,0,Melilla
NC,2020-05-31,3,Navarra
PV,2020-05-31,0,País Vasco
RI,2020-05-31,0,La Rioja
VC,2020-05-31,7,C. Valenciana
AN,2020-06-01,18,Andalucía
AR,2020-06-01,10,Aragón
AS,2020-06-01,0,Asturias
CB,2020-06-01,4,Cantabria
CE,2020-06-01,4,Ceuta
CL,2020-06-01,28,CyL
CM,2020-06-01,27,CLM
CN,2020-06-01,4,Canarias
CT,2020-06-01,84,Cataluña
EX,2020-06-01,4,Extremadura
GA,2020-06-01,1,Galicia
IB,2020-06-01,4,Baleares
MC,2020-06-01,4,Murcia
MD,2020-06-01,123,Madrid
ML,2020-06-01,1,Melilla
NC,2020-06-01,1,Navarra
PV,2020-06-01,7,País Vasco
RI,2020-06-01,3,La Rioja
VC,2020-06-01,13,C. Valenciana
AN,2020-06-02,6,Andalucía
AR,2020-06-02,17,Aragón
AS,2020-06-02,0,Asturias
CB,2020-06-02,2,Cantabria
CE,2020-06-02,2,Ceuta
CL,2020-06-02,19,CyL
CM,2020-06-02,29,CLM
CN,2020-06-02,5,Canarias
CT,2020-06-02,106,Cataluña
EX,2020-06-02,10,Extremadura
GA,2020-06-02,0,Galicia
IB,2020-06-02,7,Baleares
MC,2020-06-02,2,Murcia
MD,2020-06-02,96,Madrid
ML,2020-06-02,0,Melilla
NC,2020-06-02,3,Navarra
PV,2020-06-02,12,País Vasco
RI,2020-06-02,1,La Rioja
VC,2020-06-02,19,C. Valenciana
AN,2020-06-03,16,Andalucía
AR,2020-06-03,7,Aragón
AS,2020-06-03,0,Asturias
CB,2020-06-03,0,Cantabria
CE,2020-06-03,4,Ceuta
CL,2020-06-03,27,CyL
CM,2020-06-03,41,CLM
CN,2020-06-03,4,Canarias
CT,2020-06-03,116,Cataluña
EX,2020-06-03,6,Extremadura
GA,2020-06-03,1,Galicia
IB,2020-06-03,3,Baleares
MC,2020-06-03,2,Murcia
MD,2020-06-03,124,Madrid
ML,2020-06-03,0,Melilla
NC,2020-06-03,6,Navarra
PV,2020-06-03,10,País Vasco
RI,2020-06-03,2,La Rioja
VC,2020-06-03,10,C. Valenciana
AN,2020-06-04,5,Andalucía
AR,2020-06-04,10,Aragón
AS,2020-06-04,0,Asturias
CB,2020-06-04,1,Cantabria
CE,2020-06-04,0,Ceuta
CL,2020-06-04,27,CyL
CM,2020-06-04,39,CLM
CN,2020-06-04,1,Canarias
CT,2020-06-04,121,Cataluña
EX,2020-06-04,4,Extremadura
GA,2020-06-04,2,Galicia
IB,2020-06-04,6,Baleares
MC,2020-06-04,3,Murcia
MD,2020-06-04,85,Madrid
ML,2020-06-04,0,Melilla
NC,2020-06-04,7,Navarra
PV,2020-06-04,9,País Vasco
RI,2020-06-04,1,La Rioja
VC,2020-06-04,9,C. Valenciana
AN,2020-06-05,12,Andalucía
AR,2020-06-05,8,Aragón
AS,2020-06-05,2,Asturias
CB,2020-06-05,2,Cantabria
CE,2020-06-05,0,Ceuta
CL,2020-06-05,36,CyL
CM,2020-06-05,37,CLM
CN,2020-06-05,2,Canarias
